"year","locationabbr","locationdesc","datasource","topictype","topicdesc","measuredesc","variable","data_value_unit","data_value_type","data_value","data_value_footnote_symbol","data_value_footnote","geolocation","topic_type_id","topic_id","measure_id","submeasureid","displayorder"
"2009","CO","Colorado","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","306",,,"
, CO 
(38.843840757, -106.133610921)","HLT","501HLT","520SAE","SAE004","04"
"2005","AK","Alaska","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","327","†","Excludes dental expenditures","
, AK 
(64.845079957001, -147.722059036)","HLT","501HLT","520SAE","SAE001","01"
"2006","NJ","New Jersey","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","3649.7","†","Excludes dental expenditures","
, NJ 
(40.130570048, -74.273691288)","HLT","501HLT","520SAE","SAE001","01"
"2009","VA","Virginia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","3113","†","Excludes dental expenditures","
, VA 
(37.542680674, -78.457890463)","HLT","501HLT","520SAE","SAE001","01"
"2007","TX","Texas","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","1267.6",,,"
, TX 
(31.827240407, -99.426770206)","HLT","501HLT","520SAE","SAE002","02"
"2007","IA","Iowa","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","143.2",,,"
, IA 
(42.469400913, -93.816490556)","HLT","501HLT","520SAE","SAE002","02"
"2005","DE","Delaware","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","75.5",,,"
, DE 
(39.008830667, -75.577741168)","HLT","501HLT","520SAE","SAE004","04"
"2006","PA","Pennsylvania","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","1087.8",,,"
, PA 
(40.793730152, -77.860700294)","HLT","501HLT","520SAE","SAE004","04"
"2009","HI","Hawaii","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","88.5",,,"
, HI 
(21.304850435, -157.857749403)","HLT","501HLT","520SAE","SAE002","02"
"2007","DC","District of Columbia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","40.7",,,"
, DC 
(38.890371385, -77.031961127)","HLT","501HLT","520SAE","SAE004","04"
"2008","ME","Maine","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","90.9",,,"
, ME 
(45.254228894001, -68.985031336)","HLT","501HLT","520SAE","SAE002","02"
"2007","KS","Kansas","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","91",,,"
, KS 
(38.3477403, -98.200781227)","HLT","501HLT","520SAE","SAE005","05"
"2009","CA","California","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","813.4",,,"
, CA 
(37.638640123, -120.999999538)","HLT","501HLT","520SAE","SAE005","05"
"2008","NM","New Mexico","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","36",,,"
, NM 
(34.520880952, -106.240580985)","HLT","501HLT","520SAE","SAE005","05"
"2006","NY","New York","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","842",,,"
, NY 
(42.827001032, -75.543970427)","HLT","501HLT","520SAE","SAE005","05"
"2007","ME","Maine","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","390.6",,,"
, ME 
(45.254228894001, -68.985031336)","HLT","501HLT","520SAE","SAE003","03"
"2007","CA","California","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","694.3",,,"
, CA 
(37.638640123, -120.999999538)","HLT","501HLT","520SAE","SAE005","05"
"2007","OK","Oklahoma","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","1460.9","†","Excludes dental expenditures","
, OK 
(35.472031356, -97.521070214)","HLT","501HLT","520SAE","SAE001","01"
"2006","DE","Delaware","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","86.1",,,"
, DE 
(39.008830667, -75.577741168)","HLT","501HLT","520SAE","SAE004","04"
"2005","AL","Alabama","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","79.3","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, AL 
(32.840571122, -86.631860762)","HLT","501HLT","520SAE","SAE006","06"
"2005","PA","Pennsylvania","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","5333.6","†","Excludes dental expenditures","
, PA 
(40.793730152, -77.860700294)","HLT","501HLT","520SAE","SAE001","01"
"2008","AK","Alaska","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","24.7","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, AK 
(64.845079957001, -147.722059036)","HLT","501HLT","520SAE","SAE006","06"
"2007","OH","Ohio","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","5206.1","†","Excludes dental expenditures","
, OH 
(40.060210141, -82.404260056)","HLT","501HLT","520SAE","SAE001","01"
"2009","OH","Ohio","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","556",,,"
, OH 
(40.060210141, -82.404260056)","HLT","501HLT","520SAE","SAE005","05"
"2009","TX","Texas","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","1431.6",,,"
, TX 
(31.827240407, -99.426770206)","HLT","501HLT","520SAE","SAE002","02"
"2005","NY","New York","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","4437.8",,,"
, NY 
(42.827001032, -75.543970427)","HLT","501HLT","520SAE","SAE003","03"
"2007","RI","Rhode Island","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","71.5",,,"
, RI 
(41.708280193, -71.522470314)","HLT","501HLT","520SAE","SAE002","02"
"2006","OK","Oklahoma","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","199.1",,,"
, OK 
(35.472031356, -97.521070214)","HLT","501HLT","520SAE","SAE002","02"
"2006","WA","Washington","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","407.4",,,"
, WA 
(47.522278629, -120.47001079)","HLT","501HLT","520SAE","SAE004","04"
"2006","IA","Iowa","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","111",,,"
, IA 
(42.469400913, -93.816490556)","HLT","501HLT","520SAE","SAE005","05"
"2008","AR","Arkansas","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","246.5",,,"
, AR 
(34.748650124, -92.274490743)","HLT","501HLT","520SAE","SAE004","04"
"2009","TN","Tennessee","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","217.7",,,"
, TN 
(35.68094058, -85.774490914)","HLT","501HLT","520SAE","SAE005","05"
"2008","OR","Oregon","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","98.1","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, OR 
(44.567449424, -120.155031326)","HLT","501HLT","520SAE","SAE006","06"
"2009","NM","New Mexico","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","139.8",,,"
, NM 
(34.520880952, -106.240580985)","HLT","501HLT","520SAE","SAE004","04"
"2005","MT","Montana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","49.3",,,"
, MT 
(47.066528972, -109.424420645)","HLT","501HLT","520SAE","SAE004","04"
"2009","WV","West Virginia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","56","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, WV 
(38.665510202, -80.712640135)","HLT","501HLT","520SAE","SAE006","06"
"2009","MD","Maryland","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","138.1","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, MD 
(39.290580964, -76.609260111)","HLT","501HLT","520SAE","SAE006","06"
"2005","MI","Michigan","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","3781.5","†","Excludes dental expenditures","
, MI 
(44.661319543001, -84.71439027)","HLT","501HLT","520SAE","SAE001","01"
"2008","MD","Maryland","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","2595.1","†","Excludes dental expenditures","
, MD 
(39.290580964, -76.609260111)","HLT","501HLT","520SAE","SAE001","01"
"2007","OK","Oklahoma","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","212.6",,,"
, OK 
(35.472031356, -97.521070214)","HLT","501HLT","520SAE","SAE002","02"
"2006","SC","South Carolina","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","109.7",,,"
, SC 
(33.998821303, -81.045371207)","HLT","501HLT","520SAE","SAE005","05"
"2008","HI","Hawaii","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","262.1",,,"
, HI 
(21.304850435, -157.857749403)","HLT","501HLT","520SAE","SAE003","03"
"2008","GA","Georgia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","159.8","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, GA 
(32.839681093, -83.627580346)","HLT","501HLT","520SAE","SAE006","06"
"2007","VT","Vermont","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","17.8","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, VT 
(43.625381239, -72.517640791)","HLT","501HLT","520SAE","SAE006","06"
"2005","OR","Oregon","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","606.5",,,"
, OR 
(44.567449424, -120.155031326)","HLT","501HLT","520SAE","SAE003","03"
"2008","WI","Wisconsin","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","129.4","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, WI 
(44.393191174, -89.816370742)","HLT","501HLT","520SAE","SAE006","06"
"2008","DE","Delaware","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","500.9","†","Excludes dental expenditures","
, DE 
(39.008830667, -75.577741168)","HLT","501HLT","520SAE","SAE001","01"
"2005","NM","New Mexico","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","30.1",,,"
, NM 
(34.520880952, -106.240580985)","HLT","501HLT","520SAE","SAE005","05"
"2009","SC","South Carolina","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","1907","†","Excludes dental expenditures","
, SC 
(33.998821303, -81.045371207)","HLT","501HLT","520SAE","SAE001","01"
"2006","CO","Colorado","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","261.2",,,"
, CO 
(38.843840757, -106.133610921)","HLT","501HLT","520SAE","SAE004","04"
"2006","MT","Montana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","24.2",,,"
, MT 
(47.066528972, -109.424420645)","HLT","501HLT","520SAE","SAE005","05"
"2007","MS","Mississippi","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","225.3",,,"
, MS 
(32.745510099, -89.538030825)","HLT","501HLT","520SAE","SAE004","04"
"2009","OR","Oregon","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","785.3",,,"
, OR 
(44.567449424, -120.155031326)","HLT","501HLT","520SAE","SAE003","03"
"2008","UT","Utah","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","22.7",,,"
, UT 
(39.360700171, -111.587130635)","HLT","501HLT","520SAE","SAE005","05"
"2005","IN","Indiana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","1243.9",,,"
, IN 
(39.766910452, -86.149960194)","HLT","501HLT","520SAE","SAE003","03"
"2006","MO","Missouri","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","493.6",,,"
, MO 
(38.635790776, -92.566300053)","HLT","501HLT","520SAE","SAE004","04"
"2005","TN","Tennessee","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","2299.5","†","Excludes dental expenditures","
, TN 
(35.68094058, -85.774490914)","HLT","501HLT","520SAE","SAE001","01"
"2007","DC","District of Columbia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","355","†","Excludes dental expenditures","
, DC 
(38.890371385, -77.031961127)","HLT","501HLT","520SAE","SAE001","01"
"2006","VT","Vermont","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","180.8",,,"
, VT 
(43.625381239, -72.517640791)","HLT","501HLT","520SAE","SAE003","03"
